,,UNIQUE DATE,avg CH4 (ppm),AT (C),H2S (ppb),RH (%),SO2 (ppb),WD (deg),WD_STD (deg),avg WS (km/h),WS_STD (km/h),BP_2 (mB),DEW_2 (C),PAR_16 (umol m-2 s-1),avg SR_29 (W/m2),VW20 (km/h),VW20_STD (km/h),GR (W/m2)
1,1002,2021-12-20,2.227,-22.5,0.45,78.95,0.25,140.95,11.2,12.85,2.4,975.5,-22.585,0.1,0.2705,-0.25,0.35,4.85
1,1003,2021-12-21,2.35,-21.3,0.5,81,0.3,141.5,18.2,8.1,3.3,964,-22.41,0,0,0.1,0.8,0
5,1008,2021-12-26,2.129083333,-31.58333333,0.266666667,71.45833333,1.383333333,144.4666667,9.033333333,10.95833333,2.066666667,978.0833333,-36.1325,0.417333333,1.1125,0.158333333,0.725,5.075
1,1009,2021-12-27,2.178,-31.36666667,0.5,72.73333333,1.233333333,142.7666667,10.23333333,10.26666667,2.133333333,977,-34.44333333,0,0,0.166666667,0.9,0
2,1011,2021-12-29,2.25,-26.5,0.3,73.8,1.5,146.7,23.2,5,1.6,973,-30.91,0,0,-0.2,0.8,0
1,1012,2021-12-30,2.283,-35,0.4,71.2,0.4,189.2,94.8,0.1,0.5,975,-38.42,0,0,-0.4,0.2,0
1,1013,2021-12-31,2.25475,-31.6375,0.5375,72.5375,0.55,145.4375,16.725,6.4125,1.625,977.875,-35.5325,1.661375,3.91525,0.025,0.525,0.6625
1,1014,2022-01-01,2.2605,-31.61666667,0.391666667,72.40833333,0.233333333,143.025,11.825,7.15,1.658333333,973.1666667,-35.38166667,3.748583333,9.2165,0.091666667,0.683333333,6.925
4,1018,2022-01-05,2.458,-32.05,1.95,70.45,10.45,168.25,24.9,3.55,1.1,993.5,-37.735,0,0,-0.15,0.35,0
1,1019,2022-01-06,2.17955,-32.38,0.265,70.37,1.81,146.46,9.825,11.515,2.075,981.15,-35.723,5.815,17.1951,0.265,0.95,10.145
1,1020,2022-01-07,2.329666667,-33.73333333,0.416666667,70.9,0.8,147.2666667,16.4,9.283333333,2.058333333,965.0833333,-34.87,3.5195,11.44475,0.091666667,0.625,6.891666667
1,1021,2022-01-08,2.105,-28.6,0.2,72.9,1,149.9,98.2,0.6,1.3,983,-34.74,0,0,-0.2,0.7,0
1,1022,2022-01-09,2.282833333,-29.41666667,0.683333333,73.23333333,0.616666667,145.85,17.11666667,7.066666667,1.7,990,-33.30166667,13.61133333,36.81233333,0.133333333,0.733333333,19.8
1,1023,2022-01-10,2.24075,-14.70833333,0.208333333,77.23333333,2.075,160.1833333,25.08333333,6.533333333,2.091666667,972.6666667,-18.1975,3.842416667,12.38283333,0.241666667,1.141666667,4.525
2,1025,2022-01-12,2.3972,-13.02,0.54,83.18,3.18,152.12,55.94,3.92,1.72,966.6,-15.838,4.1418,16.624,0.06,0.66,4.68
2,1027,2022-01-14,2.275875,-1.3125,1.625,84.9375,20.0875,151.7625,34.2,7.1625,2.4,972.5,-3.505375,3.59225,14.75375,-0.45,1.5125,2.075
1,1028,2022-01-15,2.4065,-1.875,0.8,89.15,3.55,145.325,20.375,7.725,1.675,966.75,-3.31325,0.0005,0.01525,0,0.6,0
3,1031,2022-01-18,2.21,-29.7,0.866666667,72.86666667,3.133333333,145.9,40.03333333,4.533333333,1.266666667,993.3333333,-33.16,11.53466667,49.14733333,0.066666667,0.433333333,4.633333333
1,1032,2022-01-19,2.229461538,-28.07692308,0.638461538,74.51538462,0.553846154,147.8,16.18461538,10.14615385,1.923076923,988.6153846,-29.13076923,4.225538462,16.08,0.169230769,0.915384615,1.246153846
1,1033,2022-01-20,2.3056,-18.42,0.52,80.76,0.28,144,7.6,10.76,1.7,965.4,-18.85,2.5684,10.63,0.1,0.92,6.44
1,1034,2022-01-21,2.23175,-22.3,0.275,73.85,1.075,164.85,83.15,1.4,1.225,984.25,-26.1175,11.69825,66.0625,-0.025,0.625,61.325
1,1035,2022-01-22,2.1896,-13.76,0.4,80.32,1.98,154.62,34.02,5.76,2.46,974.4,-17.06,4.212,17.2416,0,0.96,8.56
1,1036,2022-01-23,2.46,-11.4,0.5,80.2,2.3,160.8,36.8,4.3,1.4,967,-14.43,0,0.01,0,0.7,0
1,1037,2022-01-24,2.252666667,-24.51666667,0.766666667,78.28333333,2.216666667,146.75,31.2,5.716666667,2.033333333,987.1666667,-26.2,4.122166667,14.967,0.016666667,0.666666667,0.85
1,1038,2022-01-25,2.190888889,-14.71111111,0.377777778,84.3,0.611111111,148.4,14.55555556,14.06666667,3.111111111,966.3333333,-11.771,6.142,32.25522222,-0.066666667,1.288888889,16.33333333
1,1039,2022-01-26,2.073,-12.8,0.3,80.9,0.1,154.5,71.1,1.3,1.4,984,-15.83,0.006,0.019,-0.1,0.7,0
1,1040,2022-01-27,2.394666667,-11.1,0.666666667,83.93333333,0.366666667,143,18.06666667,7.033333333,1.8,985.3333333,-13.87333333,0.161,0.883666667,0.133333333,0.933333333,8.266666667
1,1041,2022-01-28,2.135,-6.9,0.05,79.05,0.35,144.5,34.85,7.95,2.7,968.5,-10.695,9.446,50.735,0.1,1.2,78
5,1046,2022-02-02,2.186583333,-27.875,0.475,70.58333333,0.733333333,147.0166667,16.34166667,10.425,1.975,988.75,-31.12416667,21.10225,112.89625,0.225,1.083333333,116.8416667
1,1047,2022-02-03,2.225,-25.4,1.2,70.5,8,153.9,19,2.9,1,993,-29.63,32.5,137.2,-0.1,0.3,19.2
1,1048,2022-02-04,2.2044,-28.58,0.46,74.62,1.56,144.06,11.22,8.3,1.56,988,-31.01,0,0.0184,0.16,1.06,0
1,1049,2022-02-05,2.324166667,-17.33333333,0.516666667,69.35,2.566666667,161.5666667,48.41666667,3.2,1.233333333,973.1666667,-22.02833333,18.584,56.60283333,-0.066666667,0.683333333,63.88333333
1,1050,2022-02-06,2.227375,-17.5125,0.2375,79.65,0.4625,146.5375,15.575,11.2375,2.4875,969,-17.334125,10.862625,40.411375,-0.05,1.275,33.1625
1,1051,2022-02-07,2.5042,0.88,0.88,83.2,3.34,156.66,22.94,9.24,2.92,957,-1.6192,24.35,14.2348,-0.18,1.12,35.34
2,1053,2022-02-09,2.531,-9.7,0.6,79.2,2.9,149.2,74.3,5.1,4.2,966,-13.13,0.787,0.338,0,1.1,0
5,1058,2022-02-14,2.181125,-9.9125,0.425,77.0875,0.775,149.075,25.2875,9.5625,2.7875,974.875,-13.7725,49.5685,25.423375,0.1875,0.9375,16.1
1,1059,2022-02-15,2.1575,-9.2,0.3,85.05,1.05,142.3,36.3,9.25,2.75,971,-11.56,0,0.0175,0.15,0.75,0
1,1060,2022-02-16,2.26025,-24.475,1.3,68.625,22.25,146.1,28.875,6.4,1.25,987.25,-29.695,264.90025,220.7805,0.1,0.8,207.075
1,1061,2022-02-17,2.298,-24.2,0.5,77.3,0.9,151.6,43.1,4,2.8,973,-25.61,0,0.021,0.2,2.2,0
1,1062,2022-02-18,2.108428571,-18.88571429,0.485714286,60.48571429,2.685714286,163.2428571,29.12857143,9.228571429,2.728571429,981.5714286,-24.76571429,70.16971429,105.9447143,0.028571429,1.357142857,66.35714286
2,1064,2022-02-20,2.164,-23.1,0.5,61.8,4.4,183.7,53.1,1.6,1.2,989,-27.89,89.9,221.9,-0.1,0.6,82.8
1,1065,2022-02-21,2.351153846,-30.04615385,0.792307692,69.93076923,2.469230769,143.7846154,13.7,9.861538462,1.715384615,994.4615385,-33.99538462,34.92592308,97.18838462,0.061538462,0.584615385,126.8461538
1,1066,2022-02-22,2.328818182,-24.20909091,0.863636364,67.95454545,0.518181818,144.3181818,8.263636364,9.627272727,1.454545455,997.0909091,-29.20909091,69.27590909,178.1730909,0.172727273,0.727272727,219.4636364
1,1067,2022-02-23,2.237647059,-19.45882353,0.6,71.36470588,4.294117647,148.7529412,12.10588235,11.06470588,2.058823529,981.4117647,-22.61058824,41.18217647,69.15547059,0.188235294,1.041176471,73.90588235
1,1068,2022-02-24,2.425375,-12.3875,0.725,74.975,4.4,159,26.4625,5.975,1.7125,979.125,-16.19,44.770375,78.432875,0,0.525,72.9875
1,1069,2022-02-25,2.2376,-14.23,0.38,84.03,0.62,142.67,8.77,12.55,2.55,973.6,-15.241,17.1615,26.265,0.07,0.77,37.32
6,1075,2022-03-03,2.61575,-6.925,0.8,64.375,2.725,159.65,58.65,2.475,1.525,984.75,-13.4475,48.69575,43.97775,-0.075,1,16.95
1,1076,2022-03-04,2.195714286,-4.371428571,0.857142857,59.85714286,2.771428571,165.1285714,24.1,6.342857143,1.8,982.8571429,-11.23714286,117.6868571,66.008,0.028571429,1,47.15714286
1,1077,2022-03-05,2.2375,-11.375,0.2875,82.3875,0.0625,142.9,6.625,13.8125,1.625,979.625,-13.16875,78.393125,51.321125,0.1375,0.7625,123.9375
1,1078,2022-03-06,2.301,-0.092307692,0.492307692,56.76153846,4.892307692,166.1230769,31.16923077,7.853846154,2.461538462,977,-8.551153846,202.9881538,134.9426154,-0.230769231,1.6,110.3
1,1079,2022-03-07,2.239,-0.2,0.066666667,61.2,0.966666667,157.6333333,16.33333333,11.16666667,3.066666667,968,-6.834666667,0,0.006666667,0.266666667,1.166666667,0
2,1081,2022-03-09,2.237666667,-21.8,0.5,78.26666667,0.3,143.4,7.8,10.7,1.733333333,985.3333333,-27.67,59.278,30.91666667,-0.166666667,0.566666667,129.7333333
2,1083,2022-03-11,2.179461538,-14.78461538,0.615384615,73.34615385,1.323076923,149.0692308,16.9,12.36923077,3.376923077,973.1538462,-20.03076923,127.1160769,65.33315385,0.238461538,1.438461538,50.35384615
1,1084,2022-03-12,2.175,-6.8,0.1,91.1,0.5,140.7,9.3,9.7,1.9,958,-8.64,0,0.001,0.1,0.9,0
5,1089,2022-03-17,2.492666667,-1.955555556,3.144444444,83.78888889,3.711111111,148.1444444,18.87777778,12.33333333,2.188888889,967.8888889,-3.963222222,86.94911111,86.87211111,0.122222222,1.077777778,111.8222222
1,1090,2022-03-18,2.343285714,-2.128571429,4.6,80.37142857,1.1,141.3,14.95714286,7.628571429,1.414285714,964.7142857,-5.397142857,187.852,113.9638571,-0.2,0.685714286,185.7285714
1,1091,2022-03-19,2.334444444,4.355555556,3.244444444,55.16666667,3.144444444,150.2666667,26.21111111,6.122222222,1.555555556,967.2222222,-5.941888889,433.9222222,267.7155556,0.244444444,0.966666667,235.7666667
1,1092,2022-03-20,2.241454545,6.554545455,1.981818182,50.4,4.954545455,156.7,33.26363636,7.572727273,2.509090909,968.8181818,-4.618909091,356.0368182,187.0749091,0.090909091,1.263636364,154.0818182
1,1093,2022-03-21,2.2616,2.76,1.72,78.66,3.1,151.5,22.14,8,2.16,970.2,-1.6292,217.8002,110.7746,0.12,0.8,49.3
1,1094,2022-03-22,2.299888889,6.677777778,2.277777778,51.61111111,1.166666667,144.4333333,13.18888889,10.93333333,1.688888889,975.6666667,-4.347111111,492.6922222,271.3277778,0.211111111,0.944444444,284.2777778
1,1095,2022-03-23,2.341,5.6,2.242857143,60.44285714,0.714285714,144.7285714,10.24285714,13.34285714,2.185714286,967,-1.784,117.9035714,62.929,0.242857143,1.1,112.3857143
3,1098,2022-03-26,2.059,-4.3,0.8,49.2,9.9,154,20.9,13.8,4.7,979,-15.66,0,0.02,0.4,2,0
1,1099,2022-03-27,2.097222222,-2.322222222,1.333333333,59.83333333,1.2,150.0111111,26.7,8.733333333,2.5,973.8888889,-10.28211111,110.1076667,59.49955556,0.155555556,1.255555556,42.71111111
1,1100,2022-03-28,2.199,0.433333333,1.75,60.25,6.683333333,164.7166667,47.8,4.766666667,1.7,971,-7.713,488.6483333,264.2205,-0.066666667,1.166666667,358.3833333
1,1101,2022-03-29,2.204153846,6.138461538,0.461538462,47,1.530769231,159.6384615,20.50769231,9.753846154,2.776923077,969.9230769,-5.218846154,407.5673077,219.1240769,-0.023076923,1.484615385,184.5076923
1,1102,2022-03-30,2.199,3.9,2.3,60.13333333,0.7,147.5,10.7,8.366666667,1.833333333,966.6666667,-2.944,0.001333333,0.015333333,0.033333333,0.7,0.066666667
3,1105,2022-04-02,2.064,4.4,0.1,55.3,0.5,146.8,25.2,9.8,2.7,967,-5.523,698.9,354.7,0.4,1.7,555.5
1,1106,2022-04-03,2.247428571,8.185714286,1.685714286,41.58571429,1.6,149.4285714,15.95714286,10.07142857,2.728571429,961.5714286,-5.220285714,378.4902857,197.4675714,0.271428571,1.685714286,149.7
1,1107,2022-04-04,2.267166667,7.483333333,1.283333333,50.46666667,0.3,148.2666667,13.96666667,16.36666667,3.616666667,948.1666667,-2.842166667,22.38033333,11.35833333,0.216666667,2.333333333,3.166666667
1,1108,2022-04-05,2.111,3.4,0.7,78.6,10.1,162.6,43.3,4.4,2.8,957,-1.145,204.9,113.1,0,1,105
1,1109,2022-04-06,2.349,0.3,0.7,98.5,0.1,182.3,95.5,0.4,1,977,0.049,0,0.026,-0.2,0.4,0
1,1110,2022-04-07,2.139769231,9.507692308,0.253846154,37.42307692,2.207692308,159.2846154,24.4,11.53076923,3.438461538,982.6923077,-5.055230769,553.8680769,290.4739231,0.253846154,1.946153846,291.4846154
1,1111,2022-04-08,2.1426,8.56,0.2,47.14,0.84,150.02,17.68,13.78,3.44,961.4,-2.915,448,235.62,0.22,1.94,260.3
8,1119,2022-04-16,2.092,3.6,0,45.3,1.2,147.9,37.3,9.6,3.6,981,-10.26,820,421.8,0,1.7,451.6
5,1124,2022-04-21,2.129375,8.8375,0.375,35.825,5.2875,163.7125,24.8125,10.625,3.625,972.125,-5.4305,414.959125,210.188625,0.1625,1.725,174.325
1,1125,2022-04-22,2.157875,6.0875,0.225,49.275,2,160.725,24.9875,8.8625,2.6375,972.875,-4.409,432.9175,219.39475,0.1125,1.5125,213.175
2,1127,2022-04-24,2.0968,10.62,0.14,37.14,1.6,142.34,12.68,13.22,3.22,984.2,-2.9482,1031,532.0432,0.46,2.1,527.78
1,1128,2022-04-25,2.058,11.14,0.8,38.2,16.1,143.82,15.18,28.58,7.26,977.8,-4.0928,839.2828,440.2438,0.84,3.3,376.44
1,1129,2022-04-26,2.09,8,0.1,39.55,0,142.05,10.3,15.55,2.95,971,-7.058,0.5435,0.2525,0.3,2.2,0
1,1130,2022-04-27,2.055666667,10.68333333,0.266666667,49.83333333,5.516666667,142,10.86666667,18.23333333,3.916666667,967.6666667,-1.297166667,969.2265,507.8055,0.566666667,2.333333333,577.1333333
1,1131,2022-04-28,2.0925,5.9,0.4,77.5,2.5,144.25,34.75,6.5,2.35,967,1.926,179.25,79.63,0.15,1.35,83.75
2,1133,2022-04-30,2.048,6.05,0.1,83.4,0,157.75,54.25,2.3,1.3,984,3.8215,172.465,101.425,0.3,1.05,13.7
3,1136,2022-05-03,2.0715,6.5,0,69.1,3.15,149.7,22.55,16.2,5.85,974,0.42,157.55,73.28,0.45,2.15,27.3
1,1137,2022-05-04,2.059384615,10.23076923,0.423076923,67.48461538,20.36923077,151.7769231,18.16153846,16.93076923,4.369230769,968.0769231,3.963538462,499.8976923,252.7566154,0.515384615,2.076923077,313.0538462
1,1138,2022-05-05,2.155,9.3,0.4,72.05,0.45,174.1,62.1,3.2,1.9,963.5,3.1515,29.69,13.7305,0.2,1.4,4.15
5,1143,2022-05-10,2.099,1.7,0.1,69.2,0.2,144.2,46.5,1.8,1,972,-4.647,0.021,0.05,-0.2,0.2,0
1,1144,2022-05-11,2.434,1.85,5.75,67.3,29.65,183.55,23.6,3.25,1.2,973,-4.157,0,0.028,-0.35,0.4,0
1,1145,2022-05-12,2.085,15.93333333,0.3,40.6,3.733333333,148.4666667,18.1,10.9,3.266666667,977,1.269333333,1090.8,538.2333333,0.233333333,1.9,679.1333333
1,1146,2022-05-13,2.02,17.7,0.1,41.6,1.3,183.7,86.6,2.7,7.2,970,2.331,972,483.1,-0.1,2.2,401.6
3,1149,2022-05-16,2.033714286,13.87142857,0.1,46.67142857,0.742857143,141.8,9.657142857,17.18571429,3.3,975.7142857,0.849,1175.985714,624.2571429,0.685714286,2.485714286,717.5
1,1150,2022-05-17,2.076,9.88,0.42,78.38,4.68,145.96,18.24,8.5,2.14,972.6,4.9858,338.158,160.082,0.18,1.24,137.66
1,1151,2022-05-18,2.029,18,0.3,24.7,3.3,148.9,95.7,2.1,3.3,967,-1.373,1570,783.9,-0.1,1.4,385.6
4,1155,2022-05-22,2.3115,7.6,2.55,58.8,11.65,142.55,45.95,3.95,1.75,974.5,-5.1465,0.001,0.031,-0.1,0.6,0.45
4,1159,2022-05-26,2.069166667,15.51666667,0.4,59.91666667,4.583333333,151.75,27.96666667,6.766666667,1.883333333,969.1666667,6.378166667,699.8666667,338.7166667,0.133333333,1.466666667,340.8166667
1,1160,2022-05-27,2.086,18.225,1.125,56.6,9.35,155.95,32.125,5.975,2.4,962.75,6.63775,339.2805,164.645,0.15,1.225,89.85
1,1161,2022-05-28,2.215,14.5,1.3,83.1,4.15,154.9,30,7.65,2.85,959.5,11.89,271.0005,125.9095,-0.05,2,146.5
6,1167,2022-06-03,1.995666667,21.76666667,0.033333333,24.76666667,0.666666667,143.4666667,25.23333333,6.8,1.9,974.3333333,-2.656,1274.6,697.9666667,0.2,1.9,817
2,1169,2022-06-05,2.048,15.3,0.4,41.7,0.2,142.1,32.2,6.6,2.5,973,0.494,0,0.019,0.2,2,0
1,1170,2022-06-06,2.069,16.7,0,46.4,0,143.4,24.3,4.3,1.4,975,2.623,57.43,39.38,0.6,1.9,2.8
1,1171,2022-06-07,2.1472,18.73,0.99,47.63,8.22,164.74,44.12,6.44,2.53,976.4,5.2058,615.8606,333.2096,0.02,1.73,264.73
1,1172,2022-06-08,2.165,20,0.5,50.7,0.2,140.2,29.3,6.1,1.6,974,6.027,724.5,432.5,0.2,1.6,613.8
1,1173,2022-06-09,2.03,17,0.6,76.2,1.1,165.6,37.7,7.3,3.7,968,12.02,334.8,157.8,0.3,1.7,79.7
1,1174,2022-06-10,2.132692308,16.8,0.830769231,79.84615385,2.792307692,161.9230769,37.13846154,6.692307692,2.569230769,963.7692308,12.19153846,385.2983846,188.494,0.053846154,1.538461538,186.1692308
1,1175,2022-06-11,2.101166667,15.41666667,0.5,83.28333333,2.766666667,159.8333333,34.1,7,2.4,963.1666667,11.97333333,210.2411667,121.7718333,0.15,1.616666667,234.3333333
1,1176,2022-06-12,2.196,13.55,2.25,83.1,6.65,157.45,45.8,4,1.65,961.5,10.945,0,0.0165,-0.15,0.6,0
1,1177,2022-06-13,2.4,16.525,1.55,68.1,5.1,156.475,50,3.525,1.275,963.75,6.87025,321.6615,195.77575,-0.05,0.9,320.625
3,1180,2022-06-16,2.154,17.5,1.35,82.35,1.5,167.45,80.45,2.05,4.2,975,10.99,993,481.25,-0.1,0.85,443.35
1,1181,2022-06-17,2.094,15.1,0.8,94.6,0,144.3,25,10.9,2.9,971,14.11,8.76,3.812,0.5,2.1,0.5
1,1182,2022-06-18,2.088,14.5,0.8,89,0.1,141.5,32.1,12.7,5.5,970,12.92,0,0.02,0.5,2.2,0
3,1185,2022-06-21,2.334222222,18.82222222,1.033333333,61.34444444,3.4,150.8222222,37.28888889,6.066666667,2.044444444,975.4444444,6.677555556,771.5291111,421.6231111,0.111111111,1.266666667,472.7888889
1,1186,2022-06-22,2.25175,14.525,0.775,90.85,1.125,155.275,41.525,4.625,1.75,970,10.97,71.66125,34.6525,-0.2,0.85,121.9
3,1189,2022-06-25,2.4565,15.3,1.45,77.15,1.85,154.15,52.85,3.7,1.6,980.5,8.7755,124.775,76.205,-0.15,0.9,139.3
1,1190,2022-06-26,2.4695,15.15,0.85,83.4,1,164.15,79.8,1.7,1.25,978.5,11.74,33.0865,17.0205,0,0.85,47.7
1,1191,2022-06-27,2.258,12.6,1.6,77.4,4.25,155.05,89.85,0.5,1.2,982,4.418,40.485,25.8655,-0.1,0.3,2.45
1,1192,2022-06-28,2.264,11.55,1,80.8,0.8,149.85,25.85,6.7,1.75,981.5,4.605,282.8235,138.8585,0.1,0.95,240.05
3,1195,2022-07-01,2.0615,16.75,0.05,53.8,0.05,152.65,32.25,5.7,2.05,979.5,6.5905,963.3,563.4,0.3,1.7,566.7
1,1196,2022-07-02,2.2455,13.75,0.9,75.625,2.175,152.25,31.075,5.2,1.375,979,6.63925,402.3,232.9025,-0.25,1.05,356.45
1,1197,2022-07-03,2.431,13.3,1.1,88.1,0.9,143.1,54.6,2.9,1.5,975,7.541,23.29,10.61,-0.3,0.8,119.5
1,1198,2022-07-04,2.087,19.55,0.65,52.7,6.6,174.25,84,2.15,2.7,978,6.574,81.065,41.705,-0.3,1.1,13.55
1,1199,2022-07-05,2.165454545,21.18181818,0.763636364,50.35454545,8.036363636,161.5454545,45.54545455,6.645454545,3.145454545,976.4545455,7.795909091,588.9268182,297.7858182,0.172727273,1.872727273,293.6090909
1,1200,2022-07-06,2.136117647,19.92352941,0.670588235,59.69411765,2.970588235,149.2882353,32.21764706,6.923529412,2.276470588,977.1176471,8.074470588,599.0717647,334.3894706,-0.011764706,1.305882353,404.3235294
1,1201,2022-07-07,2.208083333,21.39166667,0.5,53.075,2.325,161.65,28.84166667,7.591666667,2.983333333,976.1666667,8.002833333,540.8163333,294.418,-0.025,1.7,289.725
1,1202,2022-07-08,2.167125,21.6,0.4875,65.85,0.95,152.8125,35.95,7.8875,2.9125,972.5,13.36,646.26275,312.244125,0.225,1.825,366.075
1,1203,2022-07-09,2.733166667,16.25,1.383333333,87.71666667,0.516666667,154.4333333,33.68333333,6.183333333,1.733333333,969.6666667,12.77,133.0388333,72.52533333,-0.05,0.983333333,143.4666667
1,1204,2022-07-10,2.363,14.6,1.766666667,72,1.1,152.4333333,22.23333333,7.666666667,1.8,968,7.412,19.79666667,13.89633333,-0.1,0.833333333,43.63333333
1,1205,2022-07-11,2.173,15.65,1.2,95.95,1.4,163.65,39.75,4.35,1.5,970,14.625,0,0.022,-0.2,0.75,0
1,1206,2022-07-12,2.216857143,16.3,1.242857143,79.32857143,2.085714286,152.8857143,34.12857143,6.3,2.371428571,970.7142857,10.5,204.4571429,99.39528571,-0.071428571,0.985714286,219.4285714
4,1210,2022-07-16,2.093,16.53333333,0.866666667,95.16666667,0.633333333,173.5666667,80.73333333,1.3,2.133333333,969,14.57666667,11.33666667,4.454666667,-0.233333333,1.2,8.5
1,1211,2022-07-17,2.282,23.8,3.7,49.3,22.4,194.9,39.8,3.9,1.2,966,9,191.1,96.1,-0.6,0.8,20
1,1212,2022-07-18,2.2072,22.34,2.08,61.08,12.56,163.86,45.84,7.32,3.1,965.2,12.452,360.836,226.1638,-0.16,1.8,305.42
1,1213,2022-07-19,2.152,19.3,1.1,70,6.1,156,34.2,5.2,1.9,961,10.69,0,0.027,-0.2,0.6,0.6
4,1217,2022-07-23,2.098444444,21.95555556,0.544444444,47.81111111,3.444444444,150.7111111,34.37777778,7,2.7,974.8888889,8.841,647.3066667,343.8601111,0.177777778,1.733333333,301.5888889
1,1218,2022-07-24,2.0862,17.76,0.7,71.28,2,155.38,45.28,6.98,2.96,972.8,11.212,97.16,45.655,0.08,1.64,150.04
3,1221,2022-07-27,2.14125,22.95,1.975,56.975,3.6,151.65,49.225,5.075,2.225,975,12.0675,103.88875,51.46925,0.225,1.675,11.525
1,1222,2022-07-28,2.148333333,23.93333333,0.733333333,59.83333333,7.5,150.5666667,33.66666667,7.833333333,2.7,972.6666667,12.85666667,610.5,300.59,0.1,1.866666667,415.3333333
1,1223,2022-07-29,2.033,21.8,0,54.9,0.1,175.5,81.8,1.3,1.4,975,11.62,898,419.9,-0.1,1,142.3
3,1226,2022-08-01,2.159,16.7,0.7,62,1.6,167.7,47.6,2.9,1.9,972,8.8,253.3,124,0,1.4,206.5
2,1228,2022-08-03,2.268,16.53333333,1.1,63.46666667,2.133333333,150.6,46.73333333,3.766666667,1.7,968.6666667,6.119,418.4,201.042,-0.066666667,1.166666667,135.2
2,1230,2022-08-05,2.224,17.575,0.75,75.65,3.925,163.15,67.5,3.175,1.6,973.25,10.7275,409.20625,197.75825,-0.3,1.075,96.05
1,1231,2022-08-06,2.263818182,16.53636364,0.836363636,78.5,3.990909091,157.5818182,29.25454545,6.781818182,2.172727273,970.1818182,11.51909091,107.5813636,92.30609091,-0.163636364,1.409090909,121.6272727
1,1232,2022-08-07,2.346,16.55,1.7,83.85,13.25,168.4,30.05,5.45,1.75,966.5,13.745,0,0.023,-0.3,1.15,0
1,1233,2022-08-08,2.143,17.1,1.35,89.6,7.05,197.2,48.05,3.5,1.55,966.5,14.695,0.0065,0.0225,-0.2,0.85,1.85
1,1234,2022-08-09,2.081666667,20.56666667,0.366666667,53.63333333,2,159.4333333,27.73333333,4.933333333,1.566666667,979,9.733333333,365.6,180.4633333,0.066666667,0.9,70.93333333
1,1235,2022-08-10,2.292611111,24.14444444,0.794444444,50.01111111,6.788888889,167.75,34.1,8.527777778,3.172222222,976.3333333,11.44944444,664.8446667,338.991,-0.022222222,2.094444444,363.1444444
1,1236,2022-08-11,2.2205,19.95,0.45,71.15,0.5,150.85,22.2,9.2,2.2,972.5,13.77,0,0.0295,0.15,1.45,0
4,1240,2022-08-15,2.268,21.3,0.6,73.3,1.3,170.1,95.6,0.5,1.1,970,12.32,67.45,39.4,-0.4,0.5,2.2
1,1241,2022-08-16,2.194,22.1,1.025,63.65,3.875,155.475,41.325,4.875,1.825,972.25,13.245,447.9,220.60875,-0.1,1.25,181.725
2,1243,2022-08-18,2.378636364,28.14545455,0.954545455,43.09090909,7.518181818,169.2545455,36.43636364,7.790909091,3.009090909,975.6363636,13.14,612.702,303.3946364,-0.127272727,1.872727273,304.4454545
1,1244,2022-08-19,2.174454545,28.15454545,0.890909091,47.03636364,1.4,150.8636364,30.24545455,7.045454545,2.445454545,971.7272727,14.07272727,578.9154545,283.9002727,0.054545455,1.536363636,227.7636364
1,1245,2022-08-20,2.489333333,22.93333333,2.066666667,65.46666667,5.4,146.1,29.06666667,5.133333333,1.7,968.3333333,14.18666667,45.33333333,22.673,0.033333333,0.966666667,68
2,1247,2022-08-22,2.273,23.1,2,67.2,8.5,158.7,90.6,0.6,0.8,976,12.52,176.6,93.8,-0.3,0.5,11.5
2,1249,2022-08-24,2.386,13,2.1,96.2,0.45,141.65,33.95,5,2,981,7.297,12.51,5.9615,0.05,1.1,42.55
1,1250,2022-08-25,2.522,19.88333333,1.55,73.35,2.516666667,150.4833333,26.15,6.45,1.85,974.6666667,12.18833333,74.36666667,59.81766667,-0.233333333,0.816666667,89
1,1251,2022-08-26,2.511666667,24.41666667,1.3,54.08333333,4.75,159.8166667,30.91666667,7.8,2.4,963.6666667,11.86166667,303.007,165.9576667,0.033333333,1.616666667,158.8833333
3,1254,2022-08-29,2.341,13.46,1.38,84.36,3.08,159.96,37.02,4.52,1.46,966.8,8.4928,54.301,71.8952,-0.04,1.02,163.22
1,1255,2022-08-30,2.34775,19.25,1.075,77.525,1.475,168.225,46.1,4.275,2.8,970,12.7225,293.893,153.1035,-0.275,1.325,173.7
1,1256,2022-08-31,2.201333333,20,0.3,62.2,3.466666667,174.3333333,55.96666667,2.666666667,1.366666667,969.3333333,10.69,138.4333333,66.015,-0.233333333,0.8,9.5
1,1257,2022-09-01,2.648,19.1,1.4,65.4,9.5,165.7,42.5,4.7,1.8,960,11.73,0,0.029,-0.3,1.6,0
1,1258,2022-09-02,2.3448,12.16,1.78,86.22,1.12,142.94,24.98,6.34,1.8,971,6.7742,0.003,0.0182,-0.04,1.04,1.04
1,1259,2022-09-03,2.252666667,24.13333333,0.9,66,0.911111111,146.8222222,28.38888889,6.1,1.922222222,966.3333333,14.23666667,289.6683333,152.0646667,0.111111111,1.322222222,103.1666667
1,1260,2022-09-04,2.590666667,16.6,2.233333333,93.03333333,0.4,148.6,50.63333333,3.666666667,1.666666667,965.3333333,12.69666667,3.179666667,2.355,-0.2,0.566666667,19.4
